INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
2098	npc_B4	545	50001	6	0	0	1000	-14	-9	1	0
2099	npc_B4	546	50001	6	0	0	1000	-15	12	1	0
2100	npc_B4	547	50001	6	0	0	1000	-16	12	1	0
2101	npc_B4	548	50001	6	0	0	1000	-17	12	1	1235
2102	npc_B4	549	50001	6	0	0	1000	-18	12	1	0
2103	npc_B4	550	50001	6	0	0	1000	-19	12	1	0
2104	npc_B4	551	50001	6	0	0	1000	-20	12	1	0
2105	npc_B4	552	50001	6	0	0	1000	-21	12	1	0
2106	npc_B4	553	50001	6	0	0	1000	-22	12	1	0
2107	npc_B4	554	50001	6	0	0	1000	-23	12	1	0
2108	npc_B4	555	50001	6	0	0	1000	-24	12	1	2519
2109	npc_B4	556	50001	6	0	0	1000	-25	12	1	0
2110	npc_B4	557	50001	6	0	0	1000	-26	12	1	0
2111	npc_B4	558	50001	6	0	0	1000	-26	11	1	1038
2112	npc_B4	559	50001	6	0	0	1000	-15	-9	1	0
2113	npc_B4	560	50001	6	0	0	1000	-16	-9	1	0
2114	npc_B4	561	50001	6	0	0	1000	-17	-9	1	0
2115	npc_B4	562	50001	6	0	0	1000	-18	-9	1	0
2116	npc_B4	563	50002	6	0	0	0	5	21	1	0
2117	npc_B4	564	50002	6	0	0	0	7	21	1	0
2118	npc_B4	565	50002	6	0	0	0	9	21	1	0
2119	npc_B4	566	50002	6	0	0	0	11	21	1	0
2120	npc_B4	567	50001	6	0	0	1000	-26	10	1	0
2121	npc_B4	568	50001	6	0	0	1000	-26	9	1	0
2122	npc_B4	569	50001	6	0	0	1000	-26	8	1	0
2123	npc_B4	570	50001	6	0	0	1000	-26	7	1	0
2124	npc_B4	571	50001	6	0	0	1000	-26	6	1	0
2125	npc_B4	572	50001	6	0	0	1000	-26	5	1	0
2126	npc_B4	573	50001	6	0	0	1000	-26	4	1	0
2127	npc_B4	574	50001	6	0	0	1000	-26	3	1	0
2128	npc_B4	575	50001	6	0	0	1000	-26	2	1	0
2129	npc_B4	576	50001	6	0	0	1000	-26	1	1	0
2130	npc_B4	577	50001	6	0	0	1000	-26	0	1	0
2131	npc_B4	578	50001	6	0	0	1000	-26	-1	1	0
2132	npc_B4	579	50001	6	0	0	1000	-26	-2	1	0
2133	npc_B4	580	50001	6	0	0	1000	-26	-3	1	0
2134	npc_B4	581	50001	6	0	0	1000	-26	-4	1	0
2135	npc_B4	582	50001	6	0	0	1000	-26	-5	1	0
2136	npc_B4	583	50001	6	0	0	1000	-26	-6	1	0
2137	npc_B4	584	50001	6	0	0	1000	-26	-7	1	0
2138	npc_B4	585	50001	6	0	0	1000	-26	-8	1	0
2139	npc_B4	586	50001	6	0	0	1000	-26	-9	1	0
2140	npc_B4	587	50001	6	0	0	1000	-19	-9	1	0
2141	npc_B4	588	50001	6	0	0	1000	-20	-9	1	0
2142	npc_B4	589	50001	6	0	0	1000	-21	-9	1	0
2143	npc_B4	590	50001	6	0	0	1000	-22	-9	1	0
2144	npc_B4	591	50001	6	0	0	1000	-23	-9	1	0
2145	npc_B4	592	50001	6	0	0	1000	-24	-9	1	0
2146	npc_B4	594	50001	6	0	0	1000	-25	-9	1	0
2147	npc_B4	598	40001	6	1	0	12000	5	-2	1	896849
2148	npc_B4	599	40002	6	1	0	12000	5	-8	1	897716
2149	npc_B4	600	50004	8	0	0	10000	-7	0	1	21599438
2150	npc_B4	601	40001	6	0	1	6000	-25	-4	1	300000
2151	npc_B4	602	50001	6	0	0	1000	18	12	1	0
2152	npc_B4	603	50001	6	0	0	1000	19	12	1	1788
2153	npc_B4	604	50001	6	0	0	1000	20	12	1	2032
2154	npc_B4	605	50001	6	0	0	1000	21	12	1	3000
2155	npc_B4	606	50001	6	0	0	1000	23	12	1	0
2156	npc_B4	607	50001	6	0	0	1000	22	12	1	0
2157	npc_B4	608	50001	6	0	0	1000	24	12	1	0
2158	npc_B4	609	50001	6	0	0	1000	18	-9	1	0
2159	npc_B4	610	50001	6	0	0	1000	19	-9	1	0
2160	npc_B4	611	50001	6	0	0	1000	25	12	1	0
2161	npc_B4	612	50001	6	0	0	1000	26	12	1	0
2162	npc_B4	613	50001	6	0	0	1000	27	12	1	0
2163	npc_B4	614	30001	7	0	0	8000	18	0	1	299836
2164	npc_B4	615	50001	6	0	0	1000	28	12	1	452
2165	npc_B4	616	50001	6	0	0	1000	29	12	1	1359
2166	npc_B4	617	50001	6	0	0	1000	30	12	1	0
2167	npc_B4	618	50001	6	0	0	1000	30	10	1	0
2168	npc_B4	619	50001	6	0	0	1000	30	11	1	0
2169	npc_B4	620	50001	6	0	0	1000	30	9	1	0
2170	npc_B4	621	50001	6	0	0	1000	30	8	1	0
2171	npc_B4	622	50001	6	0	0	1000	30	7	1	0
2172	npc_B4	623	50001	6	0	0	1000	30	6	1	882
2173	npc_B4	624	50001	6	0	0	1000	30	5	1	678
2174	npc_B4	625	50001	6	0	0	1000	30	4	1	0
2175	npc_B4	626	50001	6	0	0	1000	30	3	1	0
2176	npc_B4	627	50001	6	0	0	1000	30	2	1	0
2177	npc_B4	628	50001	6	0	0	1000	30	1	1	120
2178	npc_B4	629	50001	6	0	0	1000	30	0	1	0
2179	npc_B4	630	50001	6	0	0	1000	30	-2	1	0
2180	npc_B4	631	50001	6	0	0	1000	30	-3	1	0
2181	npc_B4	632	50001	6	0	0	1000	30	-4	1	0
2182	npc_B4	633	50001	6	0	0	1000	30	-5	1	0
2183	npc_B4	634	50001	6	0	0	1000	30	-1	1	0
2184	npc_B4	635	50001	6	0	0	1000	20	-9	1	101
2185	npc_B4	636	50001	6	0	0	1000	21	-9	1	0
2186	npc_B4	637	50001	6	0	0	1000	22	-9	1	159
2187	npc_B4	638	50001	6	0	0	1000	23	-9	1	0
2188	npc_B4	639	50001	6	0	0	1000	24	-9	1	0
2189	npc_B4	640	50001	6	0	0	1000	26	-9	1	0
2190	npc_B4	641	50001	6	0	0	1000	25	-9	1	0
2191	npc_B4	642	50001	6	0	0	1000	30	-6	1	0
2192	npc_B4	643	50001	6	0	0	1000	30	-7	1	2565
2193	npc_B4	644	50001	6	0	0	1000	30	-8	1	1463
2194	npc_B4	645	50001	6	0	0	1000	30	-9	1	0
2195	npc_B4	646	50001	6	0	0	1000	29	-9	1	0
2196	npc_B4	647	50001	6	0	0	1000	28	-9	1	0
2197	npc_B4	648	50001	6	0	0	1000	27	-9	1	0
2198	npc_B4	649	30003	3	0	0	4000	18	-8	1	898820
2199	npc_B5	40	30001	7	0	0	8000	-25	0	1	1798001
2200	npc_B5	198	40001	6	3	0	22000	1	0	1	8073010
2201	npc_B5	368	30002	3	0	0	4000	-21	-8	1	0
2202	npc_B5	1	10001	5	3	1	100000	-5	-10	1	57597781
2323	npc_B5	367	60003	4	0	0	0	24	-29	1	9000
2324	npc_B5	373	20001	0	6	0	45000	1	11	1	36214029
2325	npc_B5	374	20001	0	6	0	45000	1	5	1	36237758
2326	npc_B5	375	20002	1	5	0	24000	7	11	1	20339421
2327	npc_B5	376	20002	1	5	0	24000	7	5	1	20391769
2328	npc_B5	377	50001	6	0	0	1000	17	3	1	0
2329	npc_B5	378	50001	6	0	0	1000	17	2	1	0
2330	npc_B5	379	50001	6	0	0	1000	17	1	1	0
2331	npc_B5	380	50001	6	0	0	1000	17	0	1	0
2332	npc_B5	381	50001	6	0	0	1000	17	-1	1	0
2333	npc_B5	382	50001	6	0	0	1000	17	-2	1	0
2334	npc_B5	383	50001	6	0	0	1000	17	-3	1	0
2335	npc_B5	384	40002	6	3	0	22000	-1	-14	1	17970206
2336	npc_B5	385	20003	2	4	0	8800	-8	13	1	2021683
2337	npc_B5	386	50001	6	0	0	1000	17	4	1	0
2338	npc_B5	387	50001	6	0	0	1000	17	5	1	3000
2339	npc_B5	388	50001	6	0	0	1000	17	6	1	2060
2340	npc_B5	389	50001	6	0	0	1000	17	7	1	0
2341	npc_B5	390	50001	6	0	0	1000	17	8	1	2909
2342	npc_B5	391	50001	6	0	0	1000	17	9	1	0
2343	npc_B5	392	50001	6	0	0	1000	17	10	1	3000
2344	npc_B5	393	50001	6	0	0	1000	17	11	1	1870
2345	npc_B5	394	50001	6	1	0	2250	17	12	1	0
2346	npc_B5	395	40002	6	3	0	22000	13	4	1	18000000
2347	npc_B5	396	50001	6	0	0	1000	17	13	1	0
2348	npc_B5	397	50001	6	0	0	1000	17	14	1	0
2349	npc_B5	398	50001	6	0	0	1000	17	16	1	0
2350	npc_B5	399	50001	6	0	0	1000	17	15	1	0
2351	npc_B5	400	50001	6	1	0	2250	-8	21	1	0
2352	npc_B5	401	50001	6	0	0	1000	-6	21	1	0
2353	npc_B5	402	50001	6	0	0	1000	-7	21	1	0
2354	npc_B5	403	50001	6	0	0	1000	-5	21	1	0
2355	npc_B5	404	50001	6	0	0	1000	-4	21	1	0
2356	npc_B5	405	50001	6	0	0	1000	-9	21	1	0
2357	npc_B5	406	50001	6	0	0	1000	-3	21	1	0
2358	npc_B5	407	50001	6	1	0	2250	-2	21	1	0
2359	npc_B5	408	50001	6	0	0	1000	0	21	1	0
2360	npc_B5	409	50001	6	0	0	1000	-1	21	1	0
2361	npc_B5	410	50001	6	0	0	1000	1	21	1	0
2362	npc_B5	411	50001	6	0	0	1000	2	21	1	1406
2363	npc_B5	412	50001	6	1	0	2250	3	21	1	0
2364	npc_B5	413	50001	6	0	0	1000	12	19	1	0
2365	npc_B5	417	50001	6	0	0	1000	3	20	1	0
2366	npc_B5	418	50001	6	1	0	2250	12	18	1	0
2367	npc_B5	419	50001	6	0	0	1000	12	20	1	0
2368	npc_B5	420	50001	6	0	0	1000	17	17	1	704
2369	npc_B5	422	50001	6	0	0	1000	3	19	1	0
2370	npc_B5	423	50001	6	1	0	2250	12	21	1	0
2371	npc_B5	424	50001	6	0	0	1000	13	21	1	0
2372	npc_B5	425	50001	6	0	0	1000	14	21	1	0
2373	npc_B5	426	50001	6	0	0	1000	15	21	1	0
2374	npc_B5	427	50001	6	0	0	1000	16	21	1	0
2375	npc_B5	428	50001	6	0	0	1000	17	19	1	0
2376	npc_B5	429	50001	6	0	0	1000	-13	7	1	0
2377	npc_B5	430	50001	6	0	0	1000	-13	6	1	0
2378	npc_B5	431	50001	6	1	0	2250	17	21	1	0
2379	npc_B5	432	50001	6	0	0	1000	-13	5	1	0
2380	npc_B5	433	50001	6	0	0	1000	-13	9	1	0
2381	npc_B5	434	50001	6	0	0	1000	-13	8	1	0
2382	npc_B5	435	50001	6	0	0	1000	-13	10	1	0
2383	npc_B5	436	50001	6	1	0	2250	-13	12	1	0
2384	npc_B5	437	50001	6	0	0	1000	-13	11	1	0
2385	npc_B5	438	50001	6	0	0	1000	-13	13	1	0
2386	npc_B5	439	50001	6	0	0	1000	-13	14	1	0
2387	npc_B5	440	50001	6	0	0	1000	-13	15	1	0
2388	npc_B5	441	50001	6	0	0	1000	-13	16	1	0
2389	npc_B5	442	50001	6	0	0	1000	-13	17	1	0
2390	npc_B5	443	50001	6	0	0	1000	-12	21	1	0
2391	npc_B5	444	50001	6	1	0	2250	-13	21	1	0
2392	npc_B5	445	50001	6	0	0	1000	-11	21	1	0
2393	npc_B5	446	50001	6	0	0	1000	-10	21	1	0
2394	npc_B5	447	50001	6	0	0	1000	-13	18	1	0
2395	npc_B5	448	50001	6	0	0	1000	17	20	1	0
2396	npc_B5	449	50001	6	0	0	1000	-13	20	1	0
2397	npc_B5	450	50001	6	0	0	1000	-13	19	1	0
2398	npc_B5	451	50001	6	0	0	1000	17	-4	1	0
2399	npc_B5	452	50001	6	0	0	1000	17	-5	1	719
2400	npc_B5	453	50001	6	0	0	1000	17	-6	1	0
2401	npc_B5	454	50001	6	0	0	1000	17	-7	1	0
2402	npc_B5	455	50001	6	0	0	1000	17	-8	1	0
2403	npc_B5	456	50001	6	1	0	2250	17	-9	1	0
2404	npc_B5	457	50001	6	0	0	1000	17	-10	1	0
2405	npc_B5	458	50001	6	0	0	1000	17	-11	1	0
2406	npc_B5	459	50001	6	0	0	1000	17	-12	1	0
2407	npc_B5	460	50001	6	0	0	1000	17	-13	1	0
2408	npc_B5	461	50001	6	0	0	1000	17	-14	1	0
2409	npc_B5	462	50001	6	0	0	1000	17	-15	1	0
2410	npc_B5	463	50001	6	0	0	1000	17	-16	1	0
2411	npc_B5	464	50001	6	1	0	2250	17	-17	1	0
2412	npc_B5	465	50001	6	0	0	1000	16	-17	1	0
2413	npc_B5	466	50001	6	0	0	1000	15	-17	1	1810
2414	npc_B5	467	50001	6	0	0	1000	14	-17	1	0
2415	npc_B5	468	50001	6	0	0	1000	11	-17	1	0
2416	npc_B5	469	50001	6	0	0	1000	13	-17	1	0
2417	npc_B5	470	50001	6	1	0	2250	12	-17	1	0
2418	npc_B5	471	50001	6	0	0	1000	10	-17	1	0
2419	npc_B5	472	50001	6	0	0	1000	9	-17	1	480
2420	npc_B5	473	50001	6	0	0	1000	8	-17	1	0
2421	npc_B5	474	50001	6	0	0	1000	7	-17	1	0
2422	npc_B5	475	50001	6	1	0	2250	6	-17	1	0
2423	npc_B5	476	50001	6	0	0	1000	5	-17	1	0
2424	npc_B5	477	50001	6	0	0	1000	4	-17	1	0
2425	npc_B5	478	50001	6	0	0	1000	3	-17	1	0
2426	npc_B5	479	50001	6	0	0	1000	2	-17	1	0
2427	npc_B5	480	50001	6	0	0	1000	1	-17	1	0
2428	npc_B5	481	50001	6	0	0	1000	0	-17	1	0
2429	npc_B5	482	50001	6	0	0	1000	-1	-17	1	0
2430	npc_B5	483	50001	6	1	0	2250	-2	-17	1	0
2431	npc_B5	484	50001	6	0	0	1000	-3	-17	1	0
2432	npc_B5	485	50001	6	0	0	1000	-4	-17	1	0
2433	npc_B5	486	50001	6	0	0	1000	-5	-17	1	0
2434	npc_B5	487	50001	6	0	0	1000	-6	-17	1	0
2435	npc_B5	488	50001	6	0	0	1000	-7	-17	1	0
2436	npc_B5	489	50001	6	1	0	2250	-8	-17	1	0
2437	npc_B5	490	50001	6	0	0	1000	-9	-17	1	0
2438	npc_B5	491	50001	6	0	0	1000	-10	-17	1	0
2439	npc_B5	492	50001	6	0	0	1000	-11	-17	1	0
2440	npc_B5	493	50001	6	0	0	1000	-12	-17	1	0
2441	npc_B5	494	50001	6	1	0	2250	-13	-17	1	0
2442	npc_B5	495	50001	6	0	0	1000	-13	4	1	2502
2443	npc_B5	496	50001	6	0	0	1000	-13	3	1	465
2444	npc_B5	497	50001	6	0	0	1000	-13	1	1	0
2445	npc_B5	498	50001	6	0	0	1000	-13	2	1	0
2446	npc_B5	499	50001	6	0	0	1000	-13	0	1	0
2447	npc_B5	500	50001	6	0	0	1000	-13	-1	1	0
2448	npc_B5	501	50001	6	0	0	1000	-13	-2	1	0
2449	npc_B5	502	50001	6	0	0	1000	-13	-3	1	0
2450	npc_B5	503	50001	6	0	0	1000	-13	-4	1	0
2451	npc_B5	504	50001	6	0	0	1000	-13	-5	1	0
2452	npc_B5	505	50001	6	0	0	1000	-13	-6	1	0
2453	npc_B5	506	50001	6	0	0	1000	-13	-7	1	0
2454	npc_B5	507	50001	6	0	0	1000	-13	-8	1	0
2455	npc_B5	508	50001	6	1	0	2250	-13	-9	1	0
2456	npc_B5	509	50001	6	0	0	1000	-13	-10	1	0
2457	npc_B5	510	50001	6	0	0	1000	-13	-11	1	0
2458	npc_B5	511	50001	6	0	0	1000	-13	-12	1	0
2459	npc_B5	512	50001	6	0	0	1000	-13	-13	1	0
2460	npc_B5	513	50001	6	0	0	1000	-13	-14	1	0
2461	npc_B5	514	50001	6	0	0	1000	-13	-15	1	0
2462	npc_B5	515	50001	6	0	0	1000	-13	-16	1	0
2463	npc_B5	516	20004	2	4	0	8800	5	-14	1	3034188
2464	npc_B5	517	40001	6	3	1	22000	-1	17	1	2699312
2465	npc_B5	518	40002	6	3	1	22000	-12	15	1	18000000
2466	npc_B5	521	40003	6	0	1	15000	-12	0	1	17997469
2467	npc_B5	525	40002	6	3	1	22000	13	17	1	17980669
2468	npc_B5	526	40001	6	3	0	22000	-8	-16	1	8083516
2469	npc_B5	527	40002	6	3	0	22000	13	-16	1	17999729
2470	npc_B5	528	50001	6	1	0	2250	3	18	1	0
2474	npc_B5	541	40001	6	3	1	22000	-12	-8	1	8086048
2475	npc_B5	542	50001	6	0	0	1000	-14	12	1	0
2476	npc_B5	543	40002	6	2	1	17000	-1	22	1	2699056
2477	npc_B5	544	40001	6	2	1	17000	13	22	1	2695860
2478	npc_B5	545	50001	6	0	0	1000	-14	-9	1	0
2479	npc_B5	546	50001	6	0	0	1000	-15	12	1	0
2480	npc_B5	547	50001	6	0	0	1000	-16	12	1	0
2481	npc_B5	548	50001	6	0	0	1000	-17	12	1	1235
2482	npc_B5	549	50001	6	0	0	1000	-18	12	1	0
2483	npc_B5	550	50001	6	0	0	1000	-19	12	1	0
2484	npc_B5	551	50001	6	0	0	1000	-20	12	1	0
2485	npc_B5	552	50001	6	0	0	1000	-21	12	1	0
2486	npc_B5	553	50001	6	0	0	1000	-22	12	1	0
2487	npc_B5	554	50001	6	0	0	1000	-23	12	1	0
2488	npc_B5	555	50001	6	0	0	1000	-24	12	1	2519
2489	npc_B5	556	50001	6	0	0	1000	-25	12	1	0
2490	npc_B5	557	50001	6	1	0	2250	-26	12	1	0
2491	npc_B5	558	50001	6	0	0	1000	-26	11	1	1038
2492	npc_B5	559	50001	6	0	0	1000	-15	-9	1	0
2493	npc_B5	560	50001	6	0	0	1000	-16	-9	1	0
2494	npc_B5	561	50001	6	0	0	1000	-17	-9	1	0
2495	npc_B5	562	50001	6	0	0	1000	-18	-9	1	0
2496	npc_B5	563	50002	6	0	0	0	5	21	1	0
2497	npc_B5	564	50002	6	0	0	0	7	21	1	0
2498	npc_B5	565	50002	6	0	0	0	9	21	1	0
2499	npc_B5	566	50002	6	0	0	0	11	21	1	0
2500	npc_B5	567	50001	6	0	0	1000	-26	10	1	0
2501	npc_B5	568	50001	6	0	0	1000	-26	9	1	0
2502	npc_B5	569	50001	6	0	0	1000	-26	8	1	0
2503	npc_B5	570	50001	6	0	0	1000	-26	7	1	0
2504	npc_B5	571	50001	6	0	0	1000	-26	6	1	0
2505	npc_B5	572	50001	6	1	0	2250	-26	5	1	0
2506	npc_B5	573	50001	6	0	0	1000	-26	4	1	0
2507	npc_B5	574	50001	6	0	0	1000	-26	3	1	0
2508	npc_B5	575	50001	6	0	0	1000	-26	2	1	0
2509	npc_B5	576	50001	6	0	0	1000	-26	1	1	0
2510	npc_B5	577	50001	6	0	0	1000	-26	0	1	0
2511	npc_B5	578	50001	6	0	0	1000	-26	-1	1	0
2512	npc_B5	579	50001	6	1	0	2250	-26	-2	1	0
2513	npc_B5	580	50001	6	0	0	1000	-26	-3	1	0
2514	npc_B5	581	50001	6	0	0	1000	-26	-4	1	0
2515	npc_B5	582	50001	6	0	0	1000	-26	-5	1	0
2516	npc_B5	583	50001	6	0	0	1000	-26	-6	1	0
2517	npc_B5	584	50001	6	0	0	1000	-26	-7	1	0
2518	npc_B5	585	50001	6	0	0	1000	-26	-8	1	0
2519	npc_B5	586	50001	6	1	0	2250	-26	-9	1	0
2520	npc_B5	587	50001	6	0	0	1000	-19	-9	1	0
2521	npc_B5	588	50001	6	0	0	1000	-20	-9	1	0
2522	npc_B5	589	50001	6	0	0	1000	-21	-9	1	0
2523	npc_B5	590	50001	6	0	0	1000	-22	-9	1	0
2524	npc_B5	591	50001	6	0	0	1000	-23	-9	1	0
2525	npc_B5	592	50001	6	0	0	1000	-24	-9	1	0
2526	npc_B5	594	50001	6	0	0	1000	-25	-9	1	0
2527	npc_B5	598	40001	6	2	0	17000	5	-2	1	2669074
2528	npc_B5	599	40002	6	2	0	17000	5	-8	1	2665980
2529	npc_B5	600	50004	8	0	0	10000	-7	0	1	21599438
2530	npc_B5	601	40001	6	2	1	17000	-25	-4	1	2699648
2531	npc_B5	602	50001	6	0	0	1000	18	12	1	0
2532	npc_B5	603	50001	6	0	0	1000	19	12	1	1788
2533	npc_B5	604	50001	6	0	0	1000	20	12	1	2032
2534	npc_B5	605	50001	6	0	0	1000	21	12	1	3000
2535	npc_B5	606	50001	6	0	0	1000	23	12	1	0
2536	npc_B5	607	50001	6	0	0	1000	22	12	1	0
2537	npc_B5	608	50001	6	0	0	1000	24	12	1	0
2538	npc_B5	609	50001	6	0	0	1000	18	-9	1	0
2539	npc_B5	610	50001	6	0	0	1000	19	-9	1	0
2540	npc_B5	611	50001	6	0	0	1000	25	12	1	0
2541	npc_B5	612	50001	6	0	0	1000	26	12	1	0
2542	npc_B5	613	50001	6	0	0	1000	27	12	1	0
2543	npc_B5	614	30001	7	0	0	8000	18	0	1	299836
2544	npc_B5	615	50001	6	0	0	1000	28	12	1	452
2545	npc_B5	616	50001	6	0	0	1000	29	12	1	1359
2546	npc_B5	617	50001	6	1	0	2250	30	12	1	0
2547	npc_B5	618	50001	6	0	0	1000	30	10	1	0
2548	npc_B5	619	50001	6	0	0	1000	30	11	1	0
2549	npc_B5	620	50001	6	0	0	1000	30	9	1	0
2550	npc_B5	621	50001	6	0	0	1000	30	8	1	0
2551	npc_B5	622	50001	6	0	0	1000	30	7	1	0
2552	npc_B5	623	50001	6	0	0	1000	30	6	1	882
2553	npc_B5	624	50001	6	1	0	2250	30	5	1	0
2554	npc_B5	625	50001	6	0	0	1000	30	4	1	0
2555	npc_B5	626	50001	6	0	0	1000	30	3	1	0
2556	npc_B5	627	50001	6	0	0	1000	30	2	1	0
2557	npc_B5	628	50001	6	0	0	1000	30	1	1	120
2558	npc_B5	629	50001	6	0	0	1000	30	0	1	0
2559	npc_B5	630	50001	6	1	0	2250	30	-2	1	0
2560	npc_B5	631	50001	6	0	0	1000	30	-3	1	0
2561	npc_B5	632	50001	6	0	0	1000	30	-4	1	0
2562	npc_B5	633	50001	6	0	0	1000	30	-5	1	0
2563	npc_B5	634	50001	6	0	0	1000	30	-1	1	0
2564	npc_B5	635	50001	6	0	0	1000	20	-9	1	101
2565	npc_B5	636	50001	6	0	0	1000	21	-9	1	0
2566	npc_B5	637	50001	6	0	0	1000	22	-9	1	159
2567	npc_B5	638	50001	6	0	0	1000	23	-9	1	0
2568	npc_B5	639	50001	6	0	0	1000	24	-9	1	0
2569	npc_B5	640	50001	6	0	0	1000	26	-9	1	0
2570	npc_B5	641	50001	6	0	0	1000	25	-9	1	0
2571	npc_B5	642	50001	6	0	0	1000	30	-6	1	0
2572	npc_B5	643	50001	6	0	0	1000	30	-7	1	2565
2573	npc_B5	644	50001	6	0	0	1000	30	-8	1	1463
2574	npc_B5	645	50001	6	1	0	2250	30	-9	1	0
2575	npc_B5	646	50001	6	0	0	1000	29	-9	1	0
2576	npc_B5	647	50001	6	0	0	1000	28	-9	1	0
2577	npc_B5	648	50001	6	0	0	1000	27	-9	1	0
2578	npc_B5	649	30003	3	0	0	4000	18	-8	1	0
2579	npc_B5	650	40001	6	0	0	6000	26	-4	1	300000
2580	npc_B5	651	50001	6	0	0	1000	17	18	1	0
2581	npc_B5	652	50002	6	0	0	0	4	19	1	0
2582	npc_B5	653	50002	6	0	0	0	6	19	1	0
2583	npc_B5	654	50002	6	0	0	0	8	19	1	0
2584	npc_B5	655	50002	6	0	0	0	10	19	1	0
2585	npc_B6	40	30001	7	0	0	8000	-25	0	1	1798001
2586	npc_B6	198	40001	6	3	0	22000	1	0	1	8073010
2587	npc_B6	368	30002	3	0	0	4000	-21	-8	1	0
2588	npc_B6	1	10001	5	3	1	100000	-5	-10	1	57597781
2701	npc_B6	367	60003	4	0	0	0	24	-29	1	9000
2702	npc_B6	373	20001	0	6	0	45000	1	11	1	35430465
2703	npc_B6	374	20001	0	6	0	45000	1	5	1	35454194
2704	npc_B6	375	20002	1	6	0	45000	7	11	1	35646986
2705	npc_B6	376	20002	1	6	0	45000	7	5	1	35681284
2706	npc_B6	377	50001	6	0	0	1000	17	3	1	0
2707	npc_B6	378	50001	6	0	0	1000	17	2	1	0
2708	npc_B6	379	50001	6	0	0	1000	17	1	1	0
2709	npc_B6	380	50001	6	0	0	1000	17	0	1	0
2710	npc_B6	381	50001	6	0	0	1000	17	-1	1	0
2711	npc_B6	382	50001	6	0	0	1000	17	-2	1	0
2712	npc_B6	383	50001	6	0	0	1000	17	-3	1	0
2713	npc_B6	384	40002	6	3	0	22000	-1	-14	1	17970206
2714	npc_B6	385	20003	2	5	0	16250	-8	13	1	4555998
2715	npc_B6	386	50001	6	0	0	1000	17	4	1	0
2716	npc_B6	387	50001	6	0	0	1000	17	5	1	3000
2717	npc_B6	388	50001	6	0	0	1000	17	6	1	2060
2718	npc_B6	389	50001	6	0	0	1000	17	7	1	0
2719	npc_B6	390	50001	6	0	0	1000	17	8	1	2909
2720	npc_B6	391	50001	6	0	0	1000	17	9	1	0
2721	npc_B6	392	50001	6	0	0	1000	17	10	1	3000
2722	npc_B6	393	50001	6	0	0	1000	17	11	1	1870
2723	npc_B6	394	50001	6	1	0	2250	17	12	1	0
2724	npc_B6	395	40002	6	3	0	22000	13	4	1	18000000
2725	npc_B6	396	50001	6	0	0	1000	17	13	1	0
2726	npc_B6	397	50001	6	0	0	1000	17	14	1	0
2727	npc_B6	398	50001	6	0	0	1000	17	16	1	0
2728	npc_B6	399	50001	6	0	0	1000	17	15	1	0
2729	npc_B6	400	50001	6	1	0	2250	-8	21	1	0
2730	npc_B6	401	50001	6	0	0	1000	-6	21	1	0
2731	npc_B6	402	50001	6	0	0	1000	-7	21	1	0
2732	npc_B6	403	50001	6	0	0	1000	-5	21	1	0
2733	npc_B6	404	50001	6	0	0	1000	-4	21	1	0
2734	npc_B6	405	50001	6	0	0	1000	-9	21	1	0
2735	npc_B6	406	50001	6	0	0	1000	-3	21	1	0
2736	npc_B6	407	50001	6	1	0	2250	-2	21	1	0
2737	npc_B6	408	50001	6	0	0	1000	0	21	1	0
2738	npc_B6	409	50001	6	0	0	1000	-1	21	1	0
2739	npc_B6	410	50001	6	0	0	1000	1	21	1	0
2740	npc_B6	411	50001	6	0	0	1000	2	21	1	1406
2741	npc_B6	412	50001	6	1	0	2250	3	21	1	0
2742	npc_B6	413	50001	6	0	0	1000	12	19	1	0
2743	npc_B6	417	50001	6	0	0	1000	3	20	1	0
2744	npc_B6	418	50001	6	1	0	2250	12	18	1	0
2745	npc_B6	419	50001	6	0	0	1000	12	20	1	0
2746	npc_B6	420	50001	6	0	0	1000	17	17	1	704
2747	npc_B6	422	50001	6	0	0	1000	3	19	1	0
2748	npc_B6	423	50001	6	1	0	2250	12	21	1	0
2749	npc_B6	424	50001	6	0	0	1000	13	21	1	0
2750	npc_B6	425	50001	6	0	0	1000	14	21	1	0
2751	npc_B6	426	50001	6	0	0	1000	15	21	1	0
2752	npc_B6	427	50001	6	0	0	1000	16	21	1	0
2753	npc_B6	428	50001	6	0	0	1000	17	19	1	0
2754	npc_B6	429	50001	6	0	0	1000	-13	7	1	0
2755	npc_B6	430	50001	6	0	0	1000	-13	6	1	0
2756	npc_B6	431	50001	6	1	0	2250	17	21	1	0
2757	npc_B6	432	50001	6	0	0	1000	-13	5	1	0
2758	npc_B6	433	50001	6	0	0	1000	-13	9	1	0
2759	npc_B6	434	50001	6	0	0	1000	-13	8	1	0
2760	npc_B6	435	50001	6	0	0	1000	-13	10	1	0
2761	npc_B6	436	50001	6	1	0	2250	-13	12	1	0
2762	npc_B6	437	50001	6	0	0	1000	-13	11	1	0
2763	npc_B6	438	50001	6	0	0	1000	-13	13	1	0
2764	npc_B6	439	50001	6	0	0	1000	-13	14	1	0
2765	npc_B6	440	50001	6	0	0	1000	-13	15	1	0
2766	npc_B6	441	50001	6	0	0	1000	-13	16	1	0
2767	npc_B6	442	50001	6	0	0	1000	-13	17	1	0
